date,tenant_id,channel,parish,spend,impressions,clicks,conversions,revenue,roas
2025-12-09,grace-kennedy,TikTok,St Elizabeth,12.2,15,0,0,0.0,0.0
2025-12-10,grace-kennedy,TikTok,,79.53,94,1,0,0.0,0.0
2025-12-10,grace-kennedy,TikTok,Kingston,180.14,214,3,0,0.0,0.0
2025-12-10,grace-kennedy,TikTok,St Andrew,264.02,315,4,0,0.0,0.0
2025-12-10,grace-kennedy,TikTok,St Catherine,168.87,201,3,0,0.0,0.0
2025-12-10,grace-kennedy,TikTok,Clarendon,90.97,108,1,0,0.0,0.0
2025-12-10,grace-kennedy,TikTok,Manchester,88.0,105,1,0,0.0,0.0
2025-12-10,grace-kennedy,TikTok,St Ann,114.53,136,2,0,0.0,0.0
2025-12-10,grace-kennedy,TikTok,St Mary,50.04,59,0,0,0.0,0.0
2025-12-10,grace-kennedy,TikTok,Portland,47.27,56,0,0,0.0,0.0
2025-12-10,grace-kennedy,TikTok,St Thomas,58.86,70,1,0,0.0,0.0
2025-12-10,grace-kennedy,TikTok,St James,117.12,139,2,0,0.0,0.0
2025-12-10,grace-kennedy,TikTok,Hanover,49.25,58,0,0,0.0,0.0
2025-12-10,grace-kennedy,TikTok,Westmoreland,41.0,48,0,0,0.0,0.0
2025-12-10,grace-kennedy,TikTok,Trelawny,11.83,14,0,0,0.0,0.0
2025-12-10,grace-kennedy,TikTok,St Elizabeth,229.19,273,4,0,0.0,0.0
2025-12-12,grace-kennedy,TikTok,Kingston,249.22,317,6,0,0.0,0.0
2025-12-12,grace-kennedy,TikTok,St Andrew,212.37,270,5,0,0.0,0.0
2025-12-12,grace-kennedy,TikTok,St Catherine,24.95,31,0,0,0.0,0.0
2025-12-12,grace-kennedy,TikTok,Clarendon,221.5,282,5,0,0.0,0.0
2025-12-12,grace-kennedy,TikTok,Manchester,262.19,334,6,0,0.0,0.0
2025-12-12,grace-kennedy,TikTok,St Ann,47.4,60,1,0,0.0,0.0
2025-12-12,grace-kennedy,TikTok,St Mary,102.71,130,2,0,0.0,0.0
2025-12-12,grace-kennedy,TikTok,Portland,6.29,8,0,0,0.0,0.0
2025-12-12,grace-kennedy,TikTok,St Thomas,71.21,90,1,0,0.0,0.0
2025-12-12,grace-kennedy,TikTok,St James,209.94,267,5,0,0.0,0.0
2025-12-12,grace-kennedy,TikTok,Hanover,39.52,50,1,0,0.0,0.0
2025-12-12,grace-kennedy,TikTok,Westmoreland,359.54,458,9,0,0.0,0.0
2025-12-12,grace-kennedy,TikTok,Trelawny,22.47,28,0,0,0.0,0.0
2025-12-12,grace-kennedy,TikTok,St Elizabeth,74.51,94,1,0,0.0,0.0
2025-12-13,grace-kennedy,TikTok,Kingston,194.39,247,4,0,0.0,0.0
2025-12-13,grace-kennedy,TikTok,St Andrew,350.69,445,7,0,0.0,0.0
2025-12-13,grace-kennedy,TikTok,St Catherine,155.43,197,3,0,0.0,0.0
2025-12-13,grace-kennedy,TikTok,Clarendon,38.17,48,0,0,0.0,0.0
2025-12-13,grace-kennedy,TikTok,Manchester,29.49,37,0,0,0.0,0.0
2025-12-13,grace-kennedy,TikTok,St Ann,143.19,182,2,0,0.0,0.0
2025-12-13,grace-kennedy,TikTok,St Mary,52.95,67,1,0,0.0,0.0
2025-12-13,grace-kennedy,TikTok,Portland,71.31,90,1,0,0.0,0.0
2025-12-13,grace-kennedy,TikTok,St Thomas,45.63,58,0,0,0.0,0.0
2025-12-13,grace-kennedy,TikTok,St James,41.96,53,0,0,0.0,0.0
2025-12-13,grace-kennedy,TikTok,Hanover,87.11,110,1,0,0.0,0.0
2025-12-13,grace-kennedy,TikTok,Westmoreland,21.68,27,0,0,0.0,0.0
2025-12-13,grace-kennedy,TikTok,Trelawny,135.96,172,2,0,0.0,0.0
2025-12-13,grace-kennedy,TikTok,St Elizabeth,120.13,152,2,0,0.0,0.0
2025-12-14,grace-kennedy,TikTok,Kingston,60.43,80,1,0,0.0,0.0
2025-12-14,grace-kennedy,TikTok,St Andrew,76.07,101,2,0,0.0,0.0
2025-12-14,grace-kennedy,TikTok,St Catherine,2.28,3,0,0,0.0,0.0
2025-12-14,grace-kennedy,TikTok,Clarendon,108.79,145,3,0,0.0,0.0
2025-12-14,grace-kennedy,TikTok,Manchester,33.72,45,0,0,0.0,0.0
2025-12-14,grace-kennedy,TikTok,St Ann,233.7,311,6,0,0.0,0.0
2025-12-14,grace-kennedy,TikTok,St Mary,86.03,114,2,0,0.0,0.0
2025-12-14,grace-kennedy,TikTok,Portland,14.75,19,0,0,0.0,0.0
2025-12-14,grace-kennedy,TikTok,St Thomas,6.34,8,0,0,0.0,0.0
2025-12-14,grace-kennedy,TikTok,St James,117.52,156,3,0,0.0,0.0
2025-12-14,grace-kennedy,TikTok,Hanover,7.43,9,0,0,0.0,0.0
2025-12-14,grace-kennedy,TikTok,Westmoreland,5.86,7,0,0,0.0,0.0
2025-12-14,grace-kennedy,TikTok,Trelawny,76.96,102,2,0,0.0,0.0
2025-12-14,grace-kennedy,TikTok,St Elizabeth,38.59,51,1,0,0.0,0.0
2025-12-15,grace-kennedy,TikTok,Kingston,130.7,169,2,0,0.0,0.0
2025-12-15,grace-kennedy,TikTok,St Andrew,15.09,19,0,0,0.0,0.0
2025-12-15,grace-kennedy,TikTok,St Catherine,211.21,273,4,0,0.0,0.0
2025-12-15,grace-kennedy,TikTok,Clarendon,51.13,66,1,0,0.0,0.0
2025-12-15,grace-kennedy,TikTok,Manchester,36.75,47,0,0,0.0,0.0
2025-12-15,grace-kennedy,TikTok,St Ann,198.26,256,4,0,0.0,0.0
2025-12-15,grace-kennedy,TikTok,St Mary,118.0,152,2,0,0.0,0.0
2025-12-15,grace-kennedy,TikTok,Portland,25.1,32,0,0,0.0,0.0
2025-12-15,grace-kennedy,TikTok,St Thomas,84.98,110,1,0,0.0,0.0
2025-12-15,grace-kennedy,TikTok,St James,65.94,85,1,0,0.0,0.0
2025-12-15,grace-kennedy,TikTok,Hanover,21.96,28,0,0,0.0,0.0
2025-12-15,grace-kennedy,TikTok,Westmoreland,53.31,69,1,0,0.0,0.0
2025-12-15,grace-kennedy,TikTok,Trelawny,28.76,37,0,0,0.0,0.0
2025-12-15,grace-kennedy,TikTok,St Elizabeth,107.31,139,2,0,0.0,0.0
2025-12-16,grace-kennedy,TikTok,Kingston,165.56,213,3,0,0.0,0.0
2025-12-16,grace-kennedy,TikTok,St Andrew,54.29,70,1,0,0.0,0.0
2025-12-16,grace-kennedy,TikTok,St Catherine,126.78,163,2,0,0.0,0.0
2025-12-16,grace-kennedy,TikTok,Clarendon,4.04,5,0,0,0.0,0.0
2025-12-16,grace-kennedy,TikTok,Manchester,44.17,57,0,0,0.0,0.0
2025-12-16,grace-kennedy,TikTok,St Ann,0.11,0,0,0,0.0,0.0
2025-12-16,grace-kennedy,TikTok,St Mary,304.0,392,6,0,0.0,0.0
2025-12-16,grace-kennedy,TikTok,Portland,175.42,226,3,0,0.0,0.0
2025-12-16,grace-kennedy,TikTok,St Thomas,1.36,1,0,0,0.0,0.0
2025-12-16,grace-kennedy,TikTok,St James,161.07,207,3,0,0.0,0.0
2025-12-16,grace-kennedy,TikTok,Hanover,13.97,18,0,0,0.0,0.0
2025-12-16,grace-kennedy,TikTok,Westmoreland,15.7,20,0,0,0.0,0.0
2025-12-16,grace-kennedy,TikTok,Trelawny,0.86,1,0,0,0.0,0.0
2025-12-16,grace-kennedy,TikTok,St Elizabeth,60.22,77,1,0,0.0,0.0
2025-12-17,grace-kennedy,TikTok,Kingston,71.56,99,1,0,0.0,0.0
2025-12-17,grace-kennedy,TikTok,St Andrew,227.19,316,5,0,0.0,0.0
2025-12-17,grace-kennedy,TikTok,St Catherine,15.26,21,0,0,0.0,0.0
2025-12-17,grace-kennedy,TikTok,Clarendon,303.59,423,7,0,0.0,0.0
2025-12-17,grace-kennedy,TikTok,Manchester,14.12,19,0,0,0.0,0.0
2025-12-17,grace-kennedy,TikTok,St Ann,2.15,3,0,0,0.0,0.0
2025-12-17,grace-kennedy,TikTok,St Mary,65.66,91,1,0,0.0,0.0
2025-12-17,grace-kennedy,TikTok,Portland,8.84,12,0,0,0.0,0.0
2025-12-17,grace-kennedy,TikTok,St Thomas,18.05,25,0,0,0.0,0.0
2025-12-17,grace-kennedy,TikTok,St James,5.54,7,0,0,0.0,0.0
2025-12-17,grace-kennedy,TikTok,Hanover,16.81,23,0,0,0.0,0.0
2025-12-17,grace-kennedy,TikTok,Westmoreland,52.55,73,1,0,0.0,0.0
2025-12-17,grace-kennedy,TikTok,Trelawny,0.94,1,0,0,0.0,0.0
2025-12-17,grace-kennedy,TikTok,St Elizabeth,381.17,531,9,0,0.0,0.0
2025-12-18,grace-kennedy,TikTok,Kingston,309.09,436,8,0,0.0,0.0
2025-12-18,grace-kennedy,TikTok,St Andrew,38.08,53,1,0,0.0,0.0
2025-12-18,grace-kennedy,TikTok,St Catherine,81.56,115,2,0,0.0,0.0
2025-12-18,grace-kennedy,TikTok,Clarendon,97.85,138,2,0,0.0,0.0
2025-12-18,grace-kennedy,TikTok,Manchester,55.2,77,1,0,0.0,0.0
2025-12-18,grace-kennedy,TikTok,St Ann,545.03,770,15,0,0.0,0.0
2025-12-18,grace-kennedy,TikTok,St Mary,23.29,32,0,0,0.0,0.0
2025-12-18,grace-kennedy,TikTok,Portland,66.92,94,1,0,0.0,0.0
2025-12-18,grace-kennedy,TikTok,St Thomas,59.53,84,1,0,0.0,0.0
2025-12-18,grace-kennedy,TikTok,St James,23.88,33,0,0,0.0,0.0
2025-12-18,grace-kennedy,TikTok,Hanover,212.46,300,5,0,0.0,0.0
2025-12-18,grace-kennedy,TikTok,Westmoreland,83.9,118,2,0,0.0,0.0
2025-12-18,grace-kennedy,TikTok,Trelawny,2.75,3,0,0,0.0,0.0
2025-12-18,grace-kennedy,TikTok,St Elizabeth,110.47,156,3,0,0.0,0.0
2025-12-19,grace-kennedy,TikTok,Kingston,209.52,251,4,0,0.0,0.0
2025-12-19,grace-kennedy,TikTok,St Andrew,142.25,170,3,0,0.0,0.0
2025-12-19,grace-kennedy,TikTok,St Catherine,218.01,261,4,0,0.0,0.0
2025-12-19,grace-kennedy,TikTok,Clarendon,94.24,112,2,0,0.0,0.0
2025-12-19,grace-kennedy,TikTok,Manchester,293.75,352,6,0,0.0,0.0
2025-12-19,grace-kennedy,TikTok,St Ann,37.96,45,0,0,0.0,0.0
2025-12-19,grace-kennedy,TikTok,St Mary,2.22,2,0,0,0.0,0.0
2025-12-19,grace-kennedy,TikTok,Portland,16.46,19,0,0,0.0,0.0
2025-12-19,grace-kennedy,TikTok,St Thomas,152.53,182,3,0,0.0,0.0
2025-12-19,grace-kennedy,TikTok,St James,101.81,122,2,0,0.0,0.0
2025-12-19,grace-kennedy,TikTok,Hanover,0.31,0,0,0,0.0,0.0
2025-12-19,grace-kennedy,TikTok,Westmoreland,45.19,54,1,0,0.0,0.0
2025-12-19,grace-kennedy,TikTok,Trelawny,101.34,121,2,0,0.0,0.0
2025-12-19,grace-kennedy,TikTok,St Elizabeth,24.85,29,0,0,0.0,0.0
2025-12-20,grace-kennedy,TikTok,Kingston,61.03,82,1,0,0.0,0.0
2025-12-20,grace-kennedy,TikTok,St Andrew,42.59,57,1,0,0.0,0.0
2025-12-20,grace-kennedy,TikTok,St Catherine,128.51,173,3,0,0.0,0.0
2025-12-20,grace-kennedy,TikTok,Clarendon,21.03,28,0,0,0.0,0.0
2025-12-20,grace-kennedy,TikTok,Manchester,86.02,115,2,0,0.0,0.0
2025-12-20,grace-kennedy,TikTok,St Ann,312.16,420,8,0,0.0,0.0
2025-12-20,grace-kennedy,TikTok,St Mary,0.14,0,0,0,0.0,0.0
2025-12-20,grace-kennedy,TikTok,Portland,30.57,41,0,0,0.0,0.0
2025-12-20,grace-kennedy,TikTok,St Thomas,24.73,33,0,0,0.0,0.0
2025-12-20,grace-kennedy,TikTok,St James,96.37,129,2,0,0.0,0.0
2025-12-20,grace-kennedy,TikTok,Hanover,2.67,3,0,0,0.0,0.0
2025-12-20,grace-kennedy,TikTok,Westmoreland,7.07,9,0,0,0.0,0.0
2025-12-20,grace-kennedy,TikTok,Trelawny,401.44,540,10,0,0.0,0.0
2025-12-20,grace-kennedy,TikTok,St Elizabeth,70.65,95,1,0,0.0,0.0
2025-12-21,grace-kennedy,TikTok,Kingston,32.92,44,0,0,0.0,0.0
2025-12-21,grace-kennedy,TikTok,St Andrew,139.25,188,3,0,0.0,0.0
2025-12-21,grace-kennedy,TikTok,St Catherine,14.5,19,0,0,0.0,0.0
2025-12-21,grace-kennedy,TikTok,Clarendon,138.65,187,3,0,0.0,0.0
2025-12-21,grace-kennedy,TikTok,Manchester,10.92,14,0,0,0.0,0.0
2025-12-21,grace-kennedy,TikTok,St Ann,79.02,107,2,0,0.0,0.0
2025-12-21,grace-kennedy,TikTok,St Mary,79.44,107,2,0,0.0,0.0
2025-12-21,grace-kennedy,TikTok,Portland,17.49,23,0,0,0.0,0.0
2025-12-21,grace-kennedy,TikTok,St Thomas,8.77,11,0,0,0.0,0.0
2025-12-21,grace-kennedy,TikTok,St James,285.53,386,7,0,0.0,0.0
2025-12-21,grace-kennedy,TikTok,Hanover,0.09,0,0,0,0.0,0.0
2025-12-21,grace-kennedy,TikTok,Westmoreland,74.64,101,1,0,0.0,0.0
2025-12-21,grace-kennedy,TikTok,Trelawny,79.36,107,2,0,0.0,0.0
2025-12-21,grace-kennedy,TikTok,St Elizabeth,17.05,23,0,0,0.0,0.0
2025-12-22,grace-kennedy,TikTok,Kingston,145.95,168,2,0,0.0,0.0
2025-12-22,grace-kennedy,TikTok,St Andrew,169.23,195,3,0,0.0,0.0
2025-12-22,grace-kennedy,TikTok,St Catherine,36.48,42,0,0,0.0,0.0
2025-12-22,grace-kennedy,TikTok,Clarendon,321.55,370,6,0,0.0,0.0
2025-12-22,grace-kennedy,TikTok,Manchester,45.5,52,0,0,0.0,0.0
2025-12-22,grace-kennedy,TikTok,St Ann,178.99,206,3,0,0.0,0.0
2025-12-22,grace-kennedy,TikTok,St Mary,3.34,3,0,0,0.0,0.0
2025-12-22,grace-kennedy,TikTok,Portland,118.01,136,2,0,0.0,0.0
2025-12-22,grace-kennedy,TikTok,St Thomas,72.38,83,1,0,0.0,0.0
2025-12-22,grace-kennedy,TikTok,St James,34.62,39,0,0,0.0,0.0
2025-12-22,grace-kennedy,TikTok,Hanover,89.57,103,1,0,0.0,0.0
2025-12-22,grace-kennedy,TikTok,Westmoreland,68.46,78,1,0,0.0,0.0
2025-12-22,grace-kennedy,TikTok,Trelawny,29.17,33,0,0,0.0,0.0
2025-12-22,grace-kennedy,TikTok,St Elizabeth,65.25,75,1,0,0.0,0.0
2025-12-23,grace-kennedy,TikTok,Kingston,112.59,141,2,0,0.0,0.0
2025-12-23,grace-kennedy,TikTok,St Andrew,32.8,41,0,0,0.0,0.0
2025-12-23,grace-kennedy,TikTok,St Catherine,73.01,91,1,0,0.0,0.0
2025-12-23,grace-kennedy,TikTok,Clarendon,114.64,143,2,0,0.0,0.0
2025-12-23,grace-kennedy,TikTok,Manchester,40.51,50,0,0,0.0,0.0
2025-12-23,grace-kennedy,TikTok,St Ann,19.93,25,0,0,0.0,0.0
2025-12-23,grace-kennedy,TikTok,St Mary,34.55,43,0,0,0.0,0.0
2025-12-23,grace-kennedy,TikTok,Portland,25.61,32,0,0,0.0,0.0
2025-12-23,grace-kennedy,TikTok,St Thomas,68.73,86,1,0,0.0,0.0
2025-12-23,grace-kennedy,TikTok,St James,223.45,280,5,0,0.0,0.0
2025-12-23,grace-kennedy,TikTok,Hanover,105.71,132,2,0,0.0,0.0
2025-12-23,grace-kennedy,TikTok,Westmoreland,15.65,19,0,0,0.0,0.0
2025-12-23,grace-kennedy,TikTok,Trelawny,10.67,13,0,0,0.0,0.0
2025-12-23,grace-kennedy,TikTok,St Elizabeth,56.93,71,1,0,0.0,0.0
2025-12-24,grace-kennedy,TikTok,Kingston,138.1,185,3,0,0.0,0.0
2025-12-24,grace-kennedy,TikTok,St Andrew,15.37,20,0,0,0.0,0.0
2025-12-24,grace-kennedy,TikTok,St Catherine,77.26,103,2,0,0.0,0.0
2025-12-24,grace-kennedy,TikTok,Clarendon,217.59,292,5,0,0.0,0.0
2025-12-24,grace-kennedy,TikTok,Manchester,69.96,93,1,0,0.0,0.0
2025-12-24,grace-kennedy,TikTok,St Ann,10.01,13,0,0,0.0,0.0
2025-12-24,grace-kennedy,TikTok,St Mary,41.38,55,1,0,0.0,0.0
2025-12-24,grace-kennedy,TikTok,Portland,42.79,57,1,0,0.0,0.0
2025-12-24,grace-kennedy,TikTok,St Thomas,76.96,103,2,0,0.0,0.0
2025-12-24,grace-kennedy,TikTok,St James,113.51,152,2,0,0.0,0.0
2025-12-24,grace-kennedy,TikTok,Hanover,0.71,0,0,0,0.0,0.0
2025-12-24,grace-kennedy,TikTok,Westmoreland,5.78,7,0,0,0.0,0.0
2025-12-24,grace-kennedy,TikTok,Trelawny,60.62,81,1,0,0.0,0.0
2025-12-24,grace-kennedy,TikTok,St Elizabeth,245.84,330,6,0,0.0,0.0
2025-12-25,grace-kennedy,TikTok,Kingston,127.08,172,3,0,0.0,0.0
2025-12-25,grace-kennedy,TikTok,St Andrew,358.38,487,9,0,0.0,0.0
2025-12-25,grace-kennedy,TikTok,St Catherine,8.42,11,0,0,0.0,0.0
2025-12-25,grace-kennedy,TikTok,Clarendon,77.17,104,2,0,0.0,0.0
2025-12-25,grace-kennedy,TikTok,Manchester,162.98,221,4,0,0.0,0.0
2025-12-25,grace-kennedy,TikTok,St Ann,7.61,10,0,0,0.0,0.0
2025-12-25,grace-kennedy,TikTok,St Mary,59.74,81,1,0,0.0,0.0
2025-12-25,grace-kennedy,TikTok,Portland,0.04,0,0,0,0.0,0.0
2025-12-25,grace-kennedy,TikTok,St Thomas,48.69,66,1,0,0.0,0.0
2025-12-25,grace-kennedy,TikTok,St James,147.75,200,3,0,0.0,0.0
2025-12-25,grace-kennedy,TikTok,Hanover,11.78,16,0,0,0.0,0.0
2025-12-25,grace-kennedy,TikTok,Westmoreland,87.45,118,2,0,0.0,0.0
2025-12-25,grace-kennedy,TikTok,Trelawny,1.1,1,0,0,0.0,0.0
2025-12-25,grace-kennedy,TikTok,St Elizabeth,5.63,7,0,0,0.0,0.0
2025-12-26,grace-kennedy,TikTok,Kingston,138.18,165,2,0,0.0,0.0
2025-12-26,grace-kennedy,TikTok,St Andrew,150.33,180,3,0,0.0,0.0
2025-12-26,grace-kennedy,TikTok,St Catherine,220.26,264,4,0,0.0,0.0
2025-12-26,grace-kennedy,TikTok,Clarendon,48.8,58,0,0,0.0,0.0
2025-12-26,grace-kennedy,TikTok,Manchester,27.3,32,0,0,0.0,0.0
2025-12-26,grace-kennedy,TikTok,St Ann,27.1,32,0,0,0.0,0.0
2025-12-26,grace-kennedy,TikTok,St Mary,7.43,8,0,0,0.0,0.0
2025-12-26,grace-kennedy,TikTok,Portland,391.72,470,8,0,0.0,0.0
2025-12-26,grace-kennedy,TikTok,St Thomas,89.41,107,1,0,0.0,0.0
2025-12-26,grace-kennedy,TikTok,St James,110.47,132,2,0,0.0,0.0
2025-12-26,grace-kennedy,TikTok,Hanover,5.0,5,0,0,0.0,0.0
2025-12-26,grace-kennedy,TikTok,Westmoreland,171.71,206,3,0,0.0,0.0
2025-12-26,grace-kennedy,TikTok,Trelawny,198.54,238,4,0,0.0,0.0
2025-12-26,grace-kennedy,TikTok,St Elizabeth,77.12,92,1,0,0.0,0.0
2025-12-27,grace-kennedy,TikTok,Kingston,41.04,57,0,0,0.0,0.0
2025-12-27,grace-kennedy,TikTok,St Andrew,129.5,181,3,0,0.0,0.0
2025-12-27,grace-kennedy,TikTok,St Catherine,91.34,127,2,0,0.0,0.0
2025-12-27,grace-kennedy,TikTok,Clarendon,45.63,63,1,0,0.0,0.0
2025-12-27,grace-kennedy,TikTok,Manchester,40.8,57,0,0,0.0,0.0
2025-12-27,grace-kennedy,TikTok,St Ann,49.86,69,1,0,0.0,0.0
2025-12-27,grace-kennedy,TikTok,St Mary,6.36,8,0,0,0.0,0.0
2025-12-27,grace-kennedy,TikTok,Portland,10.54,14,0,0,0.0,0.0
2025-12-27,grace-kennedy,TikTok,St Thomas,116.71,163,2,0,0.0,0.0
2025-12-27,grace-kennedy,TikTok,St James,27.56,38,0,0,0.0,0.0
2025-12-27,grace-kennedy,TikTok,Hanover,63.26,88,1,0,0.0,0.0
2025-12-27,grace-kennedy,TikTok,Westmoreland,66.77,93,1,0,0.0,0.0
2025-12-27,grace-kennedy,TikTok,Trelawny,238.79,334,5,0,0.0,0.0
2025-12-27,grace-kennedy,TikTok,St Elizabeth,21.32,29,0,0,0.0,0.0
2025-12-28,grace-kennedy,TikTok,Kingston,135.94,186,2,0,0.0,0.0
2025-12-28,grace-kennedy,TikTok,St Andrew,45.47,62,0,0,0.0,0.0
2025-12-28,grace-kennedy,TikTok,St Catherine,104.58,143,2,0,0.0,0.0
2025-12-28,grace-kennedy,TikTok,Clarendon,46.01,63,0,0,0.0,0.0
2025-12-28,grace-kennedy,TikTok,Manchester,30.18,41,0,0,0.0,0.0
2025-12-28,grace-kennedy,TikTok,St Ann,60.85,83,1,0,0.0,0.0
2025-12-28,grace-kennedy,TikTok,St Mary,23.47,32,0,0,0.0,0.0
2025-12-28,grace-kennedy,TikTok,Portland,192.32,264,4,0,0.0,0.0
2025-12-28,grace-kennedy,TikTok,St Thomas,27.67,38,0,0,0.0,0.0
2025-12-28,grace-kennedy,TikTok,St James,38.06,52,0,0,0.0,0.0
2025-12-28,grace-kennedy,TikTok,Hanover,26.85,36,0,0,0.0,0.0
2025-12-28,grace-kennedy,TikTok,Westmoreland,182.8,251,3,0,0.0,0.0
2025-12-28,grace-kennedy,TikTok,Trelawny,142.03,195,3,0,0.0,0.0
2025-12-28,grace-kennedy,TikTok,St Elizabeth,57.05,78,1,0,0.0,0.0
2025-12-30,grace-kennedy,TikTok,Kingston,72.33,91,1,0,0.0,0.0
2025-12-30,grace-kennedy,TikTok,St Andrew,186.62,235,3,0,0.0,0.0
2025-12-30,grace-kennedy,TikTok,St Catherine,105.51,133,2,0,0.0,0.0
2025-12-30,grace-kennedy,TikTok,Clarendon,66.87,84,1,0,0.0,0.0
2025-12-30,grace-kennedy,TikTok,Manchester,143.91,181,3,0,0.0,0.0
2025-12-30,grace-kennedy,TikTok,St Ann,0.26,0,0,0,0.0,0.0
2025-12-30,grace-kennedy,TikTok,St Mary,69.59,87,1,0,0.0,0.0
2025-12-30,grace-kennedy,TikTok,Portland,53.1,66,1,0,0.0,0.0
2025-12-30,grace-kennedy,TikTok,St Thomas,83.08,104,1,0,0.0,0.0
2025-12-30,grace-kennedy,TikTok,St James,34.85,43,0,0,0.0,0.0
2025-12-30,grace-kennedy,TikTok,Hanover,7.7,9,0,0,0.0,0.0
2025-12-30,grace-kennedy,TikTok,Westmoreland,24.31,30,0,0,0.0,0.0
2025-12-30,grace-kennedy,TikTok,Trelawny,107.62,135,2,0,0.0,0.0
2025-12-30,grace-kennedy,TikTok,St Elizabeth,51.18,64,1,0,0.0,0.0
2025-12-31,grace-kennedy,TikTok,Kingston,83.0,99,1,0,0.0,0.0
2025-12-31,grace-kennedy,TikTok,St Andrew,116.7,140,2,0,0.0,0.0
2025-12-31,grace-kennedy,TikTok,St Catherine,34.1,41,0,0,0.0,0.0
2025-12-31,grace-kennedy,TikTok,Clarendon,267.73,322,5,0,0.0,0.0
2025-12-31,grace-kennedy,TikTok,Manchester,171.72,206,3,0,0.0,0.0
2025-12-31,grace-kennedy,TikTok,St Ann,22.69,27,0,0,0.0,0.0
2025-12-31,grace-kennedy,TikTok,St Mary,17.24,20,0,0,0.0,0.0
2025-12-31,grace-kennedy,TikTok,Portland,16.17,19,0,0,0.0,0.0
2025-12-31,grace-kennedy,TikTok,St Thomas,64.03,77,1,0,0.0,0.0
2025-12-31,grace-kennedy,TikTok,St James,354.45,426,7,0,0.0,0.0
2025-12-31,grace-kennedy,TikTok,Hanover,28.23,33,0,0,0.0,0.0
2025-12-31,grace-kennedy,TikTok,Westmoreland,114.01,137,2,0,0.0,0.0
2025-12-31,grace-kennedy,TikTok,Trelawny,1.66,1,0,0,0.0,0.0
2025-12-31,grace-kennedy,TikTok,St Elizabeth,62.84,75,1,0,0.0,0.0
2026-01-01,grace-kennedy,TikTok,Kingston,163.01,230,4,0,0.0,0.0
2026-01-01,grace-kennedy,TikTok,St Andrew,91.5,129,2,0,0.0,0.0
2026-01-01,grace-kennedy,TikTok,St Catherine,72.63,102,2,0,0.0,0.0
2026-01-01,grace-kennedy,TikTok,Clarendon,43.48,61,1,0,0.0,0.0
2026-01-01,grace-kennedy,TikTok,Manchester,262.34,370,7,0,0.0,0.0
2026-01-01,grace-kennedy,TikTok,St Ann,26.06,36,0,0,0.0,0.0
2026-01-01,grace-kennedy,TikTok,St Mary,36.3,51,1,0,0.0,0.0
2026-01-01,grace-kennedy,TikTok,Portland,64.09,90,1,0,0.0,0.0
2026-01-01,grace-kennedy,TikTok,St Thomas,94.49,133,2,0,0.0,0.0
2026-01-01,grace-kennedy,TikTok,St James,381.62,539,11,0,0.0,0.0
2026-01-01,grace-kennedy,TikTok,Hanover,28.61,40,0,0,0.0,0.0
2026-01-01,grace-kennedy,TikTok,Westmoreland,8.69,12,0,0,0.0,0.0
2026-01-01,grace-kennedy,TikTok,Trelawny,53.69,75,1,0,0.0,0.0
2026-01-01,grace-kennedy,TikTok,St Elizabeth,85.2,120,2,0,0.0,0.0
2026-01-02,grace-kennedy,TikTok,Kingston,317.42,425,9,0,0.0,0.0
2026-01-02,grace-kennedy,TikTok,St Andrew,106.79,143,3,0,0.0,0.0
2026-01-02,grace-kennedy,TikTok,St Catherine,323.23,433,9,0,0.0,0.0
2026-01-02,grace-kennedy,TikTok,Clarendon,158.5,212,4,0,0.0,0.0
2026-01-02,grace-kennedy,TikTok,Manchester,141.38,189,4,0,0.0,0.0
2026-01-02,grace-kennedy,TikTok,St Ann,60.56,81,1,0,0.0,0.0
2026-01-02,grace-kennedy,TikTok,St Mary,32.13,43,0,0,0.0,0.0
2026-01-02,grace-kennedy,TikTok,Portland,24.79,33,0,0,0.0,0.0
2026-01-02,grace-kennedy,TikTok,St Thomas,91.54,122,2,0,0.0,0.0
2026-01-02,grace-kennedy,TikTok,St James,151.55,203,4,0,0.0,0.0
2026-01-02,grace-kennedy,TikTok,Hanover,219.32,294,6,0,0.0,0.0
2026-01-02,grace-kennedy,TikTok,Westmoreland,93.8,125,2,0,0.0,0.0
2026-01-02,grace-kennedy,TikTok,Trelawny,32.68,43,0,0,0.0,0.0
2026-01-02,grace-kennedy,TikTok,St Elizabeth,75.37,101,2,0,0.0,0.0
2026-01-03,grace-kennedy,TikTok,Kingston,32.41,44,0,0,0.0,0.0
2026-01-03,grace-kennedy,TikTok,St Andrew,191.87,264,4,0,0.0,0.0
2026-01-03,grace-kennedy,TikTok,St Catherine,31.97,44,0,0,0.0,0.0
2026-01-03,grace-kennedy,TikTok,Clarendon,61.7,85,1,0,0.0,0.0
2026-01-03,grace-kennedy,TikTok,Manchester,48.02,66,1,0,0.0,0.0
2026-01-03,grace-kennedy,TikTok,St Ann,14.28,19,0,0,0.0,0.0
2026-01-03,grace-kennedy,TikTok,St Mary,7.16,9,0,0,0.0,0.0
2026-01-03,grace-kennedy,TikTok,Portland,2.23,3,0,0,0.0,0.0
2026-01-03,grace-kennedy,TikTok,St Thomas,86.73,119,1,0,0.0,0.0
2026-01-03,grace-kennedy,TikTok,St James,197.56,272,4,0,0.0,0.0
2026-01-03,grace-kennedy,TikTok,Hanover,222.3,306,5,0,0.0,0.0
